id|fecha_relevamiento|practica_deportes|hace_dep_gim_priv|hace_dep_univ|hace_dep_partic|hace_dep_otros|prac_dep_basquet|prac_dep_natacion|prac_dep_futbol|prac_dep_gimnasia|prac_dep_tenis|prac_dep_handball|prac_dep_voley|prac_dep_otros|
5812|10/03/2017|S|N|N|S|N|S|N|N|N|N|N|N|N|
5833|12/02/2021|S|S|N|S|S|N|N|S|N|N|S|N|S|
5835|21/06/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
5847|02/02/2021|S|N|S|S|N|N|N|S|N|N|N|N|N|
5866|01/04/2014|S|N|N|N|N|N|N|S|N|N|N|N|S|
5882|01/04/2014|N|N|N|N|N|N|N|N|N|N|N|N|N|
5886|04/02/2015|N|N|N|N|N|N|N|N|N|N|N|N|N|
5889|16/02/2019|S|N|N|S|N|N|N|N|N|N|N|N|S|
5901|01/03/2020|S|S|N|N|N|N|N|N|N|N|N|N|S|
5906|08/04/2015||N|N|N|N|N|N|N|N|N|N|N|N|
5915|03/03/2021|N|N|N|N|N|N|N|N|N|N|N|N|N|
5927|09/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
5932|08/04/2015|S|S|N|N|N|N|N|N|N|N|N|N|S|
5941|26/03/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
5943|04/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
5949|03/03/2020|S|S|S|N|N|N|N|N|N|N|S|N|N|
5956|12/01/2016|N|N|N|N|N|N|N|N|N|N|N|N|N|
5960|24/04/2022|S|N|N|N|S|N|N|N|N|N|N|N|S|
5984|03/03/2020|S|S|N|N|N|N|N|N|N|N|N|N|N|
5985|08/04/2015|S|S|N|S|S|N|N|N|S|N|N|N|S|
5994|06/12/2021|S|N|S|N|N|N|N|S|N|N|N|N|N|
6000|05/02/2017|S|N|N|S|S|N|N|S|N|S|S|N|N|
6002|19/04/2022|S|N|N|S|S|N|N|S|N|N|N|N|N|
6013|13/08/2020|N|N|N|N|N|N|N|N|N|N|N|N|N|
6020|06/02/2021|N|N|N|N|N|N|N|N|N|N|N|N|N|
6023|03/02/2016|N|N|N|N|N|N|N|N|N|N|N|N|N|
6045|08/04/2015||N|N|N|N|N|N|N|N|N|N|N|N|
6065|18/02/2022|S|N|N|N|S|N|N|N|N|N|N|N|S|
6081|05/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
6084|02/02/2022|S|S|N|S|N|N|N|N|N|N|N|N|S|
6095|17/03/2016|S|S|N|N|S|N|N|N|N|N|N|N|S|
6099|08/03/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
6110|23/03/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
6134|16/02/2017|N|N|N|N|N|N|N|N|N|N|N|N|N|
6139|15/02/2017|N|N|N|N|N|N|N|N|N|N|N|N|N|
6169|12/03/2019|N|N|N|N|N|N|N|N|N|N|N|N|N|
6182|10/02/2022|S|N|N|N|S|N|N|N|N|N|N|N|S|
6196|01/04/2016|S|N|N|S|S|N|N|N|S|N|N|N|N|
6226|27/02/2022|S|N|S|S|S|N|N|S|N|N|N|N|N|
6233|05/02/2020|S|S|N|N|N|N|S|N|N|N|N|N|S|
6237|01/04/2016|S|S|N|N|S|N|N|N|N|N|N|N|S|
6243|01/04/2016|S|N|N|N|S|S|S|N|N|N|N|S|N|
6245|02/02/2022|S|S|S|N|N|N|N|S|N|N|N|N|N|
6246|03/02/2022|S|N|S|N|N|N|N|N|N|N|N|S|N|
6247|01/05/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
6249|26/03/2020|S|S|N|N|N|N|N|N|N|N|N|N|S|
6268|14/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
6273|28/02/2020|S|S|N|S|N|N|S|N|S|N|N|N|N|
6280|16/12/2021|S|N|N|S|N|N|N|S|N|N|N|N|S|
6315|29/03/2017|S|N|N|S|N|N|N|N|N|N|N|N|S|
6330|06/02/2022||S|N|N|N|N|N|N|N|N|N|N|N|
6335|02/02/2022|S|N|N|S|N|N|N|N|N|N|N|S|N|
6354|29/03/2017|S|N|S|N|S|N|N|N|N|N|N|S|S|
6357|28/03/2019||N|N|N|N|N|N|N|N|N|N|N|N|
6358|29/03/2017|S|N|N|S|N|S|N|N|N|N|N|S|S|
6374|10/02/2022|S|N|N|N|S|N|N|N|N|N|N|N|S|
6380|26/04/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
6382|28/05/2020|N|N|N|N|N|N|N|N|N|N|N|N|N|
6388|30/03/2022|S|S|N|N|N|N|S|N|N|N|N|N|N|
6397|29/03/2017|N|N|N|N|N|N|N|N|N|N|N|N|N|
6414|29/03/2017|S|N|N|S|S|N|N|S|N|N|N|N|S|
6419|14/02/2018|S|S|N|S|N|N|N|S|N|N|N|N|N|
6469|29/03/2017|S|S|N|S|N|N|N|N|N|N|S|N|N|
6477|04/03/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
6480|08/02/2021|S|S|N|N|S|N|N|N|N|N|N|N|S|
6490|24/05/2022||N|N|N|N|N|N|N|N|N|N|N|N|
6503|23/06/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
6518|01/02/2018||N|N|N|N|N|N|N|N|N|N|N|N|
6520|01/02/2019|N|N|N|S|N|N|N|N|N|N|N|N|N|
6526|28/03/2022|S|S|S|S|S|N|N|S|N|N|N|N|S|
6528|29/03/2017|S|S|N|N|N|N|N|S|N|N|N|N|S|
6536|11/03/2020|S|N|N|S|N|N|N|S|N|N|N|N|N|
6543|03/02/2022|S|N|S|N|N|S|N|N|N|N|N|N|N|
6547|07/04/2017|N|N|N|N|N|N|N|N|N|N|N|N|N|
6561|18/01/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
6569|15/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|N|
6571|02/02/2022|S|N|N|N|S|N|N|S|N|N|N|N|N|
6583|28/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
6589|03/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
6608|03/04/2018|N|N|N|N|N|N|N|N|N|N|N|N|N|
6610|09/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
6617|02/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
6618|18/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
6638|03/04/2018|N|N|N|N|N|N|N|N|N|N|N|N|N|
6640|05/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
6649|21/02/2020|N|N|N|N|N|N|N|N|N|N|N|N|N|
6670|10/02/2022|S|N|N|S|N|N|N|N|N|N|N|N|S|
6682|03/04/2018|N|N|N|N|N|N|N|N|N|N|N|N|N|
6688|07/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
6693|13/02/2019|S|N|N|S|N|N|N|N|N|N|N|N|S|
6704|03/04/2018|S|S|N|N|S|N|S|S|S|N|N|N|S|
6715|29/11/2021|S|S|N|N|N|N|N|N|S|N|N|N|N|
6724|03/04/2018|S|N|N|S|N|N|N|N|N|N|N|N|S|
6750|15/06/2022|S|N|N|S|N|N|N|S|N|N|N|N|N|
6757|03/04/2018|S|S|N|N|S|N|S|S|S|N|N|N|S|
6779|06/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
6782|05/10/2020|N|N|N|N|N|N|N|N|N|N|N|N|N|
6786|03/04/2018|N|N|N|N|N|N|N|N|N|N|N|N|N|
6792|03/04/2018|S|N|N|N|S|N|N|N|N|N|N|N|S|
6819|02/05/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
6841|03/02/2022|S|N|N|S|N|N|S|N|N|N|N|N|N|
6850|28/03/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
6863|06/04/2018|N|N|N|N|N|N|N|N|N|N|N|N|N|
6879|08/02/2022|S|S|N|S|N|N|N|N|N|N|N|N|S|
6881|10/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
6886|06/04/2018|S|S|N|N|N|N|N|N|N|N|N|N|S|
6888|01/07/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
6903|06/04/2018|N|N|N|N|N|N|N|N|N|N|N|N|N|
6908|11/04/2018|S|N|N|S|N|N|N|N|S|N|N|N|N|
6924|02/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
6937|03/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
6941|04/02/2022|S|S|N|S|N|N|N|N|S|S|N|N|S|
6955|26/02/2021|S|N|N|N|S|N|N|N|S|N|N|N|N|
6980|27/08/2018||||||||||||||
7000|27/08/2018|S|N|N|N|N|N|N|N|N|S|N|N|N|
7012|07/02/2022|S|S|S|N|N|N|N|N|N|N|N|S|S|
7018|08/02/2022|S|S|N|N|N|N|N|N|S|N|N|N|N|
7032|11/02/2022|S|N|N|S|N|N|N|N|N|N|N|N|S|
7035|27/02/2019|S|N|N|S|N|N|N|N|N|N|N|N|S|
7037|08/06/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
7044|25/03/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7050|14/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7066|12/08/2021|S|S|N|N|N|N|N|N|N|N|N|N|S|
7074|20/04/2022|S|N|N|S|N|N|N|N|N|S|N|N|N|
7083|18/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
7100|02/02/2022|S|N|N|N|S|S|N|N|N|N|N|S|S|
7103|10/02/2021|N|N|N|N|N|N|N|N|N|N|N|N|N|
7104|07/03/2019|N|N|N|N|N|N|N|N|N|N|N|N|N|
7108|01/06/2022|S|N|S|N|N|N|N|N|N|N|N|S|N|
7110|16/03/2020|N|N|N|N|N|N|N|N|N|N|N|N|N|
7124|19/03/2019|S|N|N|N|S|N|N|N|N|N|N|S|S|
7159|21/03/2019|S|S|N|N|N|N|N|N|N|N|N|N|S|
7160|18/12/2021|N|N|N|N|N|N|N|N|N|N|N|N|N|
7162|21/03/2019|S|N|N|N|S|N|N|N|N|N|S|N|N|
7165|19/02/2020|N|N|N|N|N|N|N|N|N|N|N|N|N|
7176|20/04/2022|S|N|S|N|S|S|N|S|N|N|N|N|N|
7179|17/02/2022|S|N|N|N|S|S|N|S|S|N|N|N|N|
7184|21/03/2019|S|S|N|N|N|N|N|S|N|N|N|N|S|
7194|07/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7238|17/04/2022|S|S|S|S|N|N|N|S|N|N|N|N|N|
7243|05/02/2020|N|N|N|N|N|N|N|N|N|N|N|N|N|
7244|13/02/2022|S|N|N|S|N|N|S|N|S|S|N|N|N|
7260|21/03/2019|S|S|N|N|N|N|N|N|S|N|N|N|N|
7266|25/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7301|07/03/2022|S|N|N|S|N|N|N|S|N|N|N|N|N|
7302|02/02/2022|S|S|N|N|N|N|N|S|N|N|N|N|N|
7314|03/04/2019|S|N|N|S|N|N|S|N|N|N|N|N|N|
7322|02/02/2022|S|S|N|N|S|N|N|N|N|N|N|S|N|
7344|29/03/2022|S|N|N|S|N|N|S|N|N|N|N|N|S|
7350|23/04/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7366|07/08/2019|N|N|N|N|N|N|N|N|N|N|N|N|N|
7369|02/02/2022|S|N|N|N|S|N|N|N|N|N|N|N|S|
7378|27/08/2019|S|S|N|N|N|N|N|N|N|N|N|N|N|
7397|11/03/2021|N|N|N|N|N|N|N|N|N|N|N|N|N|
7401|04/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7415|02/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
7431|13/02/2022|S|N|N|S|N|N|N|N|N|N|N|S|N|
7437|10/02/2022|S|S|S|S|S|N|S|S|N|S|N|N|S|
7468|29/06/2022|S|N|N|S|N|N|N|S|N|N|N|N|N|
7472|30/09/2020|S|N|N|S|N|N|N|S|N|N|N|N|N|
7480|06/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7491|07/02/2020|N|N|N|N|N|N|N|N|N|N|N|N|N|
7498|07/02/2020|N|N|N|N|N|N|N|N|N|N|N|N|N|
7508|07/06/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7530|18/04/2022|S|S|N|S|N|N|N|N|S|S|N|N|N|
7548|04/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7565|05/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7566|03/02/2022|S|S|N|S|N|N|N|S|S|N|N|N|N|
7568|08/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7576|01/02/2021|N|N|N|N|N|N|N|N|N|N|N|N|N|
7582|16/02/2022|S|N|N|S|N|N|N|N|N|N|N|N|S|
7584|20/11/2020|N|N|N|N|N|N|N|N|N|N|N|N|N|
7587|02/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7598|09/02/2022|S|S|N|N|S|N|N|S|N|N|N|N|S|
7614|02/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
7630|26/10/2020|S|S|N|N|N|N|N|S|N|N|N|N|N|
7648|30/03/2020|S|S|N|S|N|N|N|N|N|N|N|N|S|
7649|09/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
7659|07/02/2022|S|N|S|N|S|N|N|N|N|N|S|N|N|
7662|07/02/2022|S|N|N|S|N|N|N|S|N|N|N|S|N|
7671|03/02/2022|S|S|N|N|S|N|N|N|N|N|N|N|S|
7698|21/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7739|08/02/2022|S|N|N|N|S|S|N|S|N|N|N|S|N|
7754|07/02/2022|S|N|N|S|N|N|N|S|N|N|N|S|S|
7757|02/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7763|02/02/2022|S|N|N|S|N|N|N|N|N|N|N|N|S|
7771|22/06/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7779|09/02/2022|S|S|N|S|S|N|N|N|N|N|N|N|S|
7798|09/02/2022|S|N|N|S|N|N|N|N|N|N|N|N|S|
7831|29/03/2021|S|N|N|N|S|N|N|S|N|N|N|N|N|
7858|14/02/2022|S|S|N|S|S|N|N|S|S|N|N|N|S|
7865|08/02/2022|S|N|N|N|S|N|N|N|N|N|N|N|S|
7868|01/03/2022|S|N|N|N|S|S|N|S|N|N|S|S|S|
7875|02/03/2022|S|S|N|S|N|N|N|N|N|N|S|N|S|
7878|11/02/2022|S|S|N|N|S|N|N|N|N|N|N|N|S|
7879|01/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7887|14/02/2022|S|N|N|S|N|N|N|N|N|N|N|N|S|
7904|15/07/2020|S|S|N|S|N|N|S|S|N|N|N|N|N|
7905|04/02/2022|S|N|S|N|N|N|N|S|N|N|N|N|N|
7911|07/03/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7915|19/02/2022|S|N|N|S|N|N|N|N|N|N|N|N|N|
7925|04/02/2022|S|N|N|N|S|N|N|S|N|N|N|N|N|
7929|04/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|N|
7962|03/02/2022|S|S|N|N|N|N|N|S|N|N|N|N|N|
7964|02/02/2022|S|N|N|N|S|N|N|N|N|N|N|N|S|
7968|02/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
8013|03/02/2022|S|N|N|S|N|N|N|N|N|N|N|N|S|
8025|07/02/2022|S|N|N|N|S|N|S|N|N|N|N|N|N|
8031|26/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
8034|02/02/2022|S|N|N|S|N|N|N|N|N|N|N|N|S|
8036|23/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
8037|27/02/2021|S|N|N|N|S|N|N|N|N|N|N|N|S|
8038|19/01/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
8041|05/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
8059|08/02/2022|S|N|N|S|N|N|N|S|S|N|N|N|N|
8078|10/02/2022|S|S|N|N|N|N|N|S|N|N|N|N|S|
8094|22/06/2022|S|N|N|N|S|N|N|N|S|N|N|N|S|
8103|21/02/2022|S|S|N|N|S|N|N|S|N|N|N|N|N|
8113|27/02/2021|N|N|N|N|N|N|N|N|N|N|N|N|N|
8131|15/02/2022|S|S|N|N|S|N|N|N|N|N|N|N|S|
8140|07/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
8146|08/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
8162|27/02/2021|N|N|N|N|N|N|N|N|N|N|N|N|N|
8186|09/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
8206|27/02/2021|N|N|N|N|N|N|N|N|N|N|N|N|N|
8213|27/02/2021|N|N|N|N|N|N|N|N|N|N|N|N|N|
8220|10/03/2021|S|S|N|N|N|S|N|N|N|N|N|N|N|
8239|22/03/2021|S|S|N|N|N|N|N|S|N|N|N|N|N|
8271|25/03/2021|S|S|N|N|N|N|N|N|S|N|N|N|N|
8278|31/01/2022|S|N|N|N|S|N|N|N|N|N|N|N|S|
8296|28/01/2022|S|N|N|S|N|N|N|N|N|S|N|N|N|
8298|04/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
8310|04/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|N|
8315|07/02/2022|S|S|N|N|N|S|N|N|N|N|N|N|N|
8330|03/02/2022|S|S|N|N|N|N|N|N|S|N|N|N|N|
8349|25/03/2021|S|N|N|S|N|N|N|N|N|N|N|N|S|
8353|04/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
8366|17/01/2022|S|S|N|S|S|N|N|N|N|N|N|N|S|
8369|02/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
8415|07/02/2022|S|N|N|S|N|N|N|N|N|N|N|N|S|
8418|03/02/2022|S|N|N|S|N|N|N|N|N|N|N|N|S|
8428|09/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
8432|03/02/2022|S|N|N|S|N|N|N|N|N|N|N|N|S|
8451|12/05/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
8452|03/02/2022|S|S|N|N|N|N|N|S|N|N|N|N|S|
8483|08/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
8489|05/02/2022|S|S|N|N|N|S|N|N|N|N|N|N|N|
8516|01/03/2022|S|N|N|N|S|N|N|S|N|N|N|N|S|
8518|25/03/2021|N|N|N|N|N|N|N|N|N|N|N|N|N|
8537|26/03/2021|N|N|N|N|N|N|N|N|N|N|N|N|N|
8554|05/04/2021|S|S|N|N|N|N|N|S|N|N|N|N|S|
8571|09/04/2021|N|N|N|N|N|N|N|N|N|N|N|N|N|
8583|09/04/2021|S|S|N|N|N|N|N|N|N|N|N|N|S|
8590|22/02/2022|S|N|N|N|S|N|N|N|N|N|N|S|N|
8591|03/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
8601|10/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
8617|07/03/2022|S|N|N|S|N|N|N|S|N|N|N|N|S|
8633|06/02/2022|S|N|N|S|N|N|N|N|N|N|N|N|S|
8634|04/03/2022|S|N|N|S|S|N|N|S|N|N|N|N|N|
8635|31/01/2022|S|N|S|N|N|N|N|N|N|N|N|S|N|
8637|02/03/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
8640|11/03/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
8641|20/02/2022|S|N|S|N|N|N|N|S|N|N|N|N|N|
8652|03/02/2022|S|N|N|S|N|N|N|S|N|N|N|N|S|
8688|07/04/2022|S|S|N|N|N|N|N|N|S|N|N|N|N|
8690|08/07/2022|S|S|N|N|N|S|N|N|N|N|N|N|S|
8693|31/08/2021|S|S|N|S|N|N|N|S|N|S|N|N|S|
8701|07/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|N|
8704|07/02/2022|S|N|N|S|N|N|N|N|N|N|N|S|N|
8715|07/02/2022|S|N|N|S|N|N|S|N|N|N|N|N|N|
8718|07/02/2022|S|N|N|S|N|N|S|N|N|N|N|N|N|
8744|07/02/2022|S|N|N|S|N|N|N|S|N|N|N|N|N|
8745|07/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
8750|07/02/2022|S|N|N|N|S|N|N|S|N|N|N|N|S|
8758|07/02/2022|S|S|N|N|N|N|S|N|N|N|N|N|S|
8762|07/02/2022|S|N|N|S|N|N|S|S|N|N|N|N|N|
8764|07/02/2022|S|S|N|N|N|S|N|N|N|N|N|N|N|
8784|07/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
8805|07/02/2022|S|N|N|N|S|N|N|N|N|N|N|N|S|
8807|07/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
8868|07/02/2022|S|N|N|N|S|N|N|S|N|N|N|N|N|
8869|07/02/2022|S|S|N|S|N|N|N|N|N|N|N|N|S|
8876|07/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
8887|07/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
8904|07/02/2022|S|N|N|S|N|N|N|S|N|N|N|N|N|
8909|07/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
8912|07/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
8934|07/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
8941|07/02/2022|S|S|N|N|N|N|N|N|S|N|N|N|N|
8951|07/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
8964|21/02/2022|S|S|N|S|N|N|N|S|N|S|N|N|S|
8966|21/02/2022|S|S|N|N|N|N|N|N|N|S|N|N|N|
8980|24/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
8983|24/02/2022||||||||||||||
8985|03/03/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
8986|03/03/2022|S|N|N|S|N|N|N|N|N|N|N|N|S|
8987|03/03/2022||||||||||||||
9025|18/07/2022||||||||||||||
9035|14/03/2022|S|S|N|N|N|N|N|N|S|N|N|N|N|
9044|14/03/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
9050|16/03/2022|S|N|N|N|S|N|N|N|N|N|N|S|N|
9070|21/03/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
9081|21/03/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
9083|21/03/2022|S|S|N|N|S|N|N|N|N|N|N|N|S|
9091|21/03/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
9095|21/03/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
9119|21/03/2022|S|S|N|N|N|N|N|S|N|N|N|N|N|
9130|21/03/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
9145|21/03/2022|S|S|N|N|N|N|N|N|S|N|N|N|N|
9155|21/03/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
9163|21/03/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
9173|21/03/2022|S|N|N|S|N|S|N|N|N|N|N|N|N|
9177|21/03/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
9188|02/05/2022||||||||||||||
9209|21/03/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
9217|21/03/2022|S|N|N|S|N|N|N|N|N|S|N|N|S|
9218|21/03/2022||||||||||||||
9222|21/03/2022||||||||||||||
9234|21/03/2022||||||||||||||
9235|21/03/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
9250|21/03/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
9252|21/03/2022||||||||||||||
9253|21/03/2022||||||||||||||
9272|21/03/2022|S|N|N|N|N|N|N|N|N|N|N|N|N|
9280|21/03/2022|S|S|N|N|S|N|S|N|N|N|N|S|S|
9291|21/03/2022||||||||||||||
9299|22/03/2022||||||||||||||
9306|22/03/2022|S|S|N|N|N|N|S|N|N|S|N|N|S|
9344|19/04/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
9348|15/12/2021|N|N|N|N|N|N|N|N|N|N|N|N|N|
10|14/02/2003||||||||||||||
14|01/04/2002||||||||||||||
15|01/04/2002||||||||||||||
20|01/04/2002||||||||||||||
31|01/04/2002||||||||||||||
104|01/04/2002||||||||||||||
112|01/04/2002||||||||||||||
114|01/04/2002||||||||||||||
3563|20/04/2017||||||||||||||
126|01/04/2002||||||||||||||
131|01/04/2002||||||||||||||
158|01/04/2002||||||||||||||
178|20/04/2017||||||||||||||
181|01/04/2002||||||||||||||
184|01/04/2002||||||||||||||
194|01/04/2002||||||||||||||
221|07/12/2004||||||||||||||
222|01/04/2002||||||||||||||
228|01/04/2002||||||||||||||
240|01/04/2002||||||||||||||
243|01/04/2002||||||||||||||
257|01/04/2002||||||||||||||
267|12/09/2013|N|N|N|N|N|N|N|N|N|N|N|N|N|
3594|12/09/2013|N|N|N|N|N|N|N|N|N|N|N|N|N|
269|01/04/2002||||||||||||||
277|20/04/2017||||||||||||||
278|01/04/2002||||||||||||||
293|20/04/2017||||||||||||||
298|01/04/2002||||||||||||||
300|20/04/2017||||||||||||||
308|20/04/2017||||||||||||||
316|01/04/2002||||||||||||||
317|01/04/2002||||||||||||||
320|01/04/2002||||||||||||||
353|01/04/2002||||||||||||||
360|01/04/2002||||||||||||||
364|01/04/2002||||||||||||||
365|23/06/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
370|01/04/2002||||||||||||||
387|21/06/2022||||||||||||||
389|20/04/2017||||||||||||||
407|01/04/2002||||||||||||||
414|01/04/2002||||||||||||||
438|01/04/2002||||||||||||||
439|01/04/2002||||||||||||||
451|01/04/2002||||||||||||||
459|20/04/2017||||||||||||||
480|01/04/2002||||||||||||||
488|27/10/2016||N|N|N|N|N|N|N|N|N|N|N|N|
495|21/03/2022||||||||||||||
541|01/04/2002||||||||||||||
553|01/04/2002||||||||||||||
564|01/04/2002||||||||||||||
568|01/04/2002||||||||||||||
576|25/04/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
582|31/10/2007|S|S|||||||||||S|
613|22/03/2006|N|||||||||||||
621|01/04/2002||||||||||||||
628|01/04/2002||||||||||||||
648|01/04/2002||||||||||||||
3528|26/04/2004||||||||||||||
664|21/06/2022||||||||||||||
666|11/03/2005|S|||S||||S|S|||||
673|01/04/2002||||||||||||||
682|01/04/2002||||||||||||||
742|01/04/2002||||||||||||||
746|01/04/2002||||||||||||||
767|01/04/2002||||||||||||||
770|01/04/2002||||||||||||||
771|01/04/2002||||||||||||||
775|20/04/2017||||||||||||||
785|24/02/2009|S|N|N|N|S|N|N|N|S|N|N|N|S|
788|01/04/2002||||||||||||||
790|01/04/2002||||||||||||||
801|01/04/2002||||||||||||||
813|01/04/2002||||||||||||||
821|20/04/2017|S|N|N|S|N|N|N|N|N|N|N|N|S|
833|09/03/2006|S||||S||S|S|S||||S|
838|01/04/2002||||||||||||||
839|21/06/2022||||||||||||||
857|21/06/2022||||||||||||||
873|01/04/2002||||||||||||||
888|19/03/2021||N|N|N|N|N|N|N|N|N|N|N|N|
898|20/04/2017|S|S|N|S|N|N|N|S|N|S|N|N|S|
899|01/04/2002||||||||||||||
905|20/04/2017||||||||||||||
910|20/02/2004|N|||||||||||||
913|01/04/2002||||||||||||||
916|20/04/2017||||||||||||||
956|01/04/2002||||||||||||||
961|01/04/2002||||||||||||||
982|17/02/2004|S|S|||||||S|||||
1010|20/02/2019|N|N|N|N|N|N|N|N|N|N|N|N|N|
1012|01/04/2002||||||||||||||
1013|01/04/2002||||||||||||||
1014|01/04/2002||||||||||||||
1041|25/09/2014|S|N|N|N|N|N|N|S|N|N|N|N|N|
1043|01/04/2002||||||||||||||
1051|15/01/2018||||||||||||||
1058|10/02/2003||||||||||||||
1062|11/02/2003||||||||||||||
1072|01/04/2002||||||||||||||
